"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"21450","6.00854498","5.5627E-4","6",,"0.16642964","0.0","epothilone B, colchicine/probenecid, larotaxel, ABT-751, eribulin, simotaxel, davunetide, vintafolide, milataxel, cevipabulin, brentuximab vedotin, gemcitabine/paclitaxel, docetaxel/prednisone, capecitabine/docetaxel, paclitaxel/trastuzumab, cyclophosphamide/prednisone/vincristine, docetaxel/hydrocortisone, cyclophosphamide/docetaxel, gemcitabine/vinorelbine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/topotecan/vincristine, docetaxel/gemcitabine, docetaxel/gemcitabine/vincristine, irinotecan/vincristine, irinotecan/temozolomide/vincristine, bevacizumab/paclitaxel, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/trastuzumab, trastuzumab/vinorelbine, gemcitabine/oxaliplatin/paclitaxel, cyclophosphamide/epirubicin/vincristine, docetaxel/irinotecan, docetaxel/5-fluorouracil/oxaliplatin, capecitabine/docetaxel/gemcitabine, L-asparaginase/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/vinorelbine, cyclophosphamide/mitoxantrone/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/vincristine, cyclophosphamide/prednisone/rituximab/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, crolibulin, plinabulin, docetaxel/epirubicin, docetaxel/paclitaxel, epirubicin/paclitaxel, bevacizumab/paclitaxel/topotecan, paclitaxel/topotecan, bevacizumab/docetaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/docetaxel/trastuzumab, BMS-275183, docetaxel, vinflunine, vinorelbine, vincristine, vinblastine, paclitaxel, podophyllotoxin, colchicine","16","tubulin, beta 2A class IIa","1.0","-0.461","0.809","7280","false","Cytoplasm","TUBB2A","8.0","1","6","","3","0","0","0.77233886","true","0","TUBB2A","104280","","0.35","other"
"21451","6.95774982","4.7472E-4","19",,"0.14372463","0.0","","17","R3H domain containing 4","1.0","0.38","1.0","91300","false","Other","R3HDM4","2.0","1","19","","2","0","0","0.72919319","true","0","R3HDM4","58976","","0.5","other"
"21452","5.02682174","0.01739058","3",,"0.19893285","0.05833333","","15","phosphodiesterase 12","1.0","0.127","1.0","201626","false","Cytoplasm","PDE12","12.25","1","3","","16","0","0","0.81696265","true","0","PDE12","2592698","","0.07612179","other"
"21453","5.51768336","0.00142371","14",,"0.18123548","0.3","","15","ADP-ribosylation factor 6","1.0","0.392","1.0","382","false","Plasma Membrane","ARF6","40.6","2","14","","5","0","0","0.79465076","true","0","ARF6","216868","","0.3216","transporter"
"21454","6.517446","0.0","3",,"0.15343434","0.0","","16","Ras association (RalGDS/AF-6) domain family member 1","1.0","-0.376","1.0","11186","false","Nucleus","RASSF1","5.0","1","3","","1","0","0","0.749207","true","0","RASSF1","0","","0.0","other"
"21455","6.51697128","4.7472E-4","14",,"0.15344551","0.0","","16","valosin containing protein lysine (K) methyltransferase","1.0","0.005","1.0","79609","false","Other","VCPKMT","3.0","2","14","","2","0","0","0.74922858","true","0","VCPKMT","72292","","0.5","enzyme"
"21456","8.14929979","0.0","11",,"0.12270993","0.0","","16","ADP-ribosylation factor GTPase activating protein 2","1.0","-0.007","1.0","84364","false","Nucleus","ARFGAP2","4.0","14","11","","1","0","0","0.67503183","true","0","ARFGAP2","0","","0.0","other"
"21457","8.13031094","0.0","8",,"0.12299653","0.0","","17","ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)","1.63E-29","1.094","1.35E-30","10565","false","Cytoplasm","ARFGEF1","6.0","3","8","","1","0","0","0.67589496","true","0","ARFGEF1","0","","0.0","other"
"21458","7.1305483","0.00282629","5",,"0.14024167","0.0","","16","GTPase activating protein (SH3 domain) binding protein 1","1.0","0.417","0.991","10146","false","Nucleus","G3BP1","3.16666667","6","5","","6","0","0","0.72133871","true","0","G3BP1","428030","","0.18055556","enzyme"
"21459","7.01305483","0.00142371","6",,"0.14259121","0.0","","15","ARFGEF family member 3","2.45E-21","1.093","2.58E-22","57221","false","Other","ARFGEF3","3.0","3","6","","3","0","0","0.72667933","true","0","ARFGEF3","234802","","0.33333333","other"
"21460","6.01471635","0.00899123","",,"0.16625888","0.0","","14","KIAA1467","1.19E-6","0.999","2.25E-7","57613","false","Other","KIAA1467","6.33333333","2","","","6","0","0","0.77205835","true","0","KIAA1467","1644806","","0.16666667","other"
"21461","8.01234275","4.7472E-4","X",,"0.12480744","0.0","","16","ATPase, Cu++ transporting, alpha polypeptide","1.0","0.019","1.0","538","false","Plasma Membrane","ATP7A","2.0","2","X","","2","0","0","0.68125715","true","0","ATP7A","78270","","0.5","transporter"
"21462","8.01281747","0.0","1",,"0.12480005","0.0","","16","REST corepressor 3","1.0","0.284","1.0","55758","false","Nucleus","RCOR3","3.0","1","1","","1","0","0","0.68123557","true","0","RCOR3","0","","0.0","other"
"21463","3.2","0.02352941","11","11","0.3125","0.33333333","","7","ADP-ribosylation factor interacting protein 2","1.0","0.308","1.0","23647","false","Cytoplasm","ARFIP2","17.33333333","3","11","","3","0","0","0.75555556","true","0","ARFIP2","748","","0.53125","other"
"21464","2.78823529","0.00886644","11",,"0.35864979","0.71428571","","5","coatomer protein complex, subunit beta 1","0.00165","0.651","3.81E-4","1315","false","Cytoplasm","COPB1","13.375","8","11","","8","0","0","0.80130719","true","0","COPB1","402","","0.44583333","transporter"
"21465","5.25","0.0","3",,"0.19047619","0.0","","10","coatomer protein complex, subunit beta 2 (beta prime)","2.84E-33","0.989","2.14E-34","9276","false","Cytoplasm","COPB2","3.0","1","3","","1","0","0","0.61363636","true","0","COPB2","0","","0.0","transporter"
"21466","6.38215049","1.562E-5","20",,"0.156687","0.0","","15","ADP-ribosylation factor related protein 1","1.0","-0.086","1.0","10139","false","Cytoplasm","ARFRP1","10.5","4","20","","2","0","0","0.7553568","true","0","ARFRP1","4314","","0.5","enzyme"
"21467","5.38357465","0.00461437","12",,"0.18575019","0.35947712","","14","endoplasmic reticulum protein 29","1.0","0.22","1.0","10961","false","Cytoplasm","ERP29","25.22222222","18","12","","18","0","0","0.80074661","true","0","ERP29","1061886","","0.14187068","transporter"
"21468","6.60147164","6.96E-6","20",,"0.15148137","0.33333333","","15","zinc finger, CCCH-type with G patch domain","1.0","0.383","1.0","84619","false","Nucleus","ZGPAT","7.33333333","5","20","","3","0","0","0.74538765","true","0","ZGPAT","904","","0.46666667","transcription regulator"
"21469","1.96296296","0.0","13",,"0.50943396","1.0","","3","arginine and glutamate rich 1","1.13E-13","-0.839","1.56E-14","55082","false","Other","ARGLU1","17.5","4","13","","4","0","0","0.67901235","true","0","ARGLU1","0","","0.72916667","other"
"21470","2.16666667","0.53333333","X",,"0.46153846","0.0","","4","O-linked N-acetylglucosamine (GlcNAc) transferase","1.0","-0.406","0.997","8473","false","Cytoplasm","OGT","2.0","2","X","","2","0","0","0.80555556","true","0","OGT","16","","0.5","enzyme"
"21471","1.0","0.0","10",,"1.0","0.0","","1","BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa","1.0","-0.374","0.999","9044","false","Nucleus","BTAF1","1.0","1","10","","1","0","0","1.0","true","0","BTAF1","0","","0.0","transcription regulator"
"21472","7.28601946","6.562E-5","10",,"0.13724915","0.0","","14","Rho GTPase activating protein 12","1.0","-0.047","1.0","94134","false","Cytoplasm","ARHGAP12","3.5","2","10","","2","0","0","0.71427184","true","0","ARHGAP12","8032","","0.5","other"
"21473","6.09090909","0.00249363","16","16","0.1641791","0.0","","16","Rho GTPase activating protein 17","1.0","-0.058","1.0","55114","false","Cytoplasm","ARHGAP17","6.0","3","16","","3","0","0","0.76859504","true","0","ARHGAP17","317958","","0.33333333","other"
"21474","7.08924757","0.00142383","15",,"0.14105869","0.0","","17","lysophosphatidylcholine acyltransferase 4","0.181","-0.557","0.0522","254531","false","Cytoplasm","LPCAT4","1.5","4","15","","4","0","0","0.72321602","true","0","LPCAT4","188238","","0.25","enzyme"
"21475","5.96605744","0.00328172","1",,"0.16761488","0.0","","15","egl-9 family hypoxia-inducible factor 1","1.0","-0.157","1.0","54583","false","Cytoplasm","EGLN1","7.0","4","1","","4","0","0","0.77427012","true","0","EGLN1","383098","","0.25","enzyme"
"21476","6.79159744","4.7472E-4","4","4","0.14724076","0.0","","14","Rho GTPase activating protein 24","1.0","-0.494","0.56","83478","false","Cytoplasm","ARHGAP24","3.5","2","4","","2","0","0","0.73674557","true","0","ARHGAP24","60942","","0.5","other"
"21477","7.79136008","0.0","2","2","0.1283473","0.0","","15","PAS domain containing serine/threonine kinase","0.0117","0.607","0.00292","23178","false","Cytoplasm","PASK","2.0","1","2","","1","0","0","0.69130181","true","0","PASK","0","","0.0","kinase"
"21478","5.79230952","0.00313263","2",,"0.17264271","0.0","","13","dedicator of cytokinesis 10","1.0","0.432","0.919","55619","false","Cytoplasm","DOCK10","8.0","6","2","","6","0","0","0.78216775","true","0","DOCK10","449242","","0.175","other"
"21479","6.07714218","0.00119177","7",,"0.16455103","0.0","","14","solute carrier family 25 (aspartate/glutamate carrier), member 13","0.0169","0.595","0.00429","10165","false","Cytoplasm","SLC25A13","5.0","3","7","","3","0","0","0.76922081","true","0","SLC25A13","172522","","0.33333333","transporter"
"21480","6.93235224","0.00118942","2","2","0.14425118","0.0","","16","phospholipase A2 receptor 1, 180kDa","7.52E-33","-1.231","5.72E-34","22925","false","Plasma Membrane","PLA2R1","3.4","5","2","","5","0","0","0.73034763","true","0","PLA2R1","197264","","0.21818182","transmembrane receptor"
"21481","5.68787088","0.00257658","7",,"0.17581271","0.11111111","","14","COP9 signalosome subunit 6","1.0","0.177","1.0","10980","false","Nucleus","COPS6","9.9","14","7","","10","0","0","0.78691496","true","0","COPS6","494840","","0.146875","other"
"21482","6.46949917","7.9252E-4","1",,"0.15457147","0.4","","13","CD55 molecule, decay accelerating factor for complement (Cromer blood group)","1.0","-0.106","1.0","1604","false","Plasma Membrane","CD55","15.0","6","1","","6","0","0","0.7513864","true","0","CD55","134722","","0.26023392","other"
"21483","6.62829338","9.9438E-4","1","1","0.1508684","0.0","","14","limb and CNS expressed 1 like","1.83E-52","-1.098","9.18E-54","128077","false","Other","LIX1L","4.0","3","1","","3","0","0","0.74416848","true","0","LIX1L","100678","","0.33333333","other"
"21484","6.46427724","0.00150427","X",,"0.15469634","0.23809524","","13","complement factor properdin","2.81E-9","-0.774","4.66E-10","5199","false","Extracellular Space","CFP","14.28571429","7","X","","7","0","0","0.75162376","true","0","CFP","269100","","0.26145553","other"
"21485","2.73170732","0.0","19","19","0.36607143","0.0","","4","Rho GTPase activating protein 33","1.0","0.005","1.0","115703","false","Plasma Membrane","ARHGAP33","12.0","1","19","","1","0","0","0.56707317","true","0","ARHGAP33","0","","0.0","transporter"
"21486","1.75609756","0.05328426","5",,"0.56944444","0.65151515","","3","lamin B1","1.63E-263","2.389","1.5E-266","4001","false","Nucleus","LMNB1","19.25","12","5","","12","0","0","0.81097561","true","0","LMNB1","390","","0.50438596","other"
"21487","1.0","0.0","11",,"1.0","0.0","","1","Rho GTPase activating protein 42","1.0","-0.447","0.813","143872","false","Other","ARHGAP42","1.0","1","11","","1","0","0","1.0","true","0","ARHGAP42","0","","0.0","other"
"21488","1.0","0.0","11",,"1.0","0.0","","1","transmembrane protein 133","1.0","-0.31","1.0","83935","false","Other","TMEM133","1.0","1","11","","1","0","0","1.0","true","0","TMEM133","0","","0.0","other"
"21489","8.00450985","0.0","14",,"0.12492957","0.0","","14","Rho GTPase activating protein 5","0.00386","-0.687","9.2E-4","394","false","Cytoplasm","ARHGAP5","3.0","1","14","","1","0","0","0.68161319","true","0","ARHGAP5","0","","0.0","enzyme"
"21490","7.00474721","9.4933E-4","5",,"0.14276033","0.0","","13","praja ring finger 2, E3 ubiquitin protein ligase","5.71E-17","-0.808","7.04E-18","9867","false","Cytoplasm","PJA2","6.0","1","5","","3","0","0","0.72705694","true","0","PJA2","156042","","0.33333333","enzyme"
"21491","1.0","0.0","22","22","1.0","0.0","","1","",,,,,"false","","ARHGAP8","1.0","1","22","","1","0","0","1.0","true","0","ARHGAP8","0","","0.0",""
"21492","1.0","0.0","22","22","1.0","0.0","","1","",,,,,"false","","PRR5-ARHGAP8","1.0","1","22","","1","0","0","1.0","true","0","PRR5-ARHGAP8","0","","0.0",""
"21493","6.18015666","9.4922E-4","12",,"0.1618082","0.0","","15","Rho GDP dissociation inhibitor (GDI) beta","0.903","0.535","0.297","397","false","Cytoplasm","ARHGDIB","16.5","2","12","","2","0","0","0.76453833","true","0","ARHGDIB","252504","","0.5","enzyme"
"21494","5.18134346","0.0087969","21","21","0.19300014","0.27956989","","14","transmembrane protease, serine 2","0.288","-0.674","0.0855","7113","false","Plasma Membrane","TMPRSS2","20.70967742","31","21","","31","0","0","0.80993893","true","0","TMPRSS2","2288752","","0.13476231","peptidase"
"21495","7.17944458","4.7472E-4","11",,"0.13928654","0.0","","16","tumor protein p53 inducible protein 11","0.0327","0.651","0.00857","9537","false","Other","TP53I11","1.5","2","11","","2","0","0","0.71911616","true","0","TP53I11","126254","","0.5","other"
"21496","1.5","0.0","CHR_HSCHR8_8_CTG1",,"0.66666667","0.0","","2","Rho guanine nucleotide exchange factor (GEF) 10","7.05E-12","-0.809","1.04E-12","9639","false","Cytoplasm","ARHGEF10","2.0","1","8","","1","0","0","0.75","true","0","ARHGEF10","0","","0.0","enzyme"
"21497","1.0","1.0","13",,"1.0","0.0","","1","tudor domain containing 3","1.0","0.2","1.0","81550","false","Nucleus","TDRD3","1.0","2","13","","2","0","0","1.0","true","0","TDRD3","2","","0.0","transcription regulator"
"21498","6.15499644","2.9903E-4","5",,"0.16246963","0.0","","14","histidine triad nucleotide binding protein 1","1.0","0.2","1.0","3094","false","Nucleus","HINT1","6.5","2","5","","2","0","0","0.76568198","true","0","HINT1","25984","","0.5","enzyme"
"21499","6.6985521","0.0","2",,"0.14928599","0.0","","14","intersectin 2","1.0","-0.179","1.0","50618","false","Cytoplasm","ITSN2","6.0","1","2","","1","0","0","0.7409749","true","0","ITSN2","0","","0.0","other"
"21500","6.69807738","4.7472E-4","8",,"0.14929657","0.0","","14","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase","1.0","0.144","1.0","8658","false","Nucleus","TNKS","3.5","25","8","","2","0","0","0.74099648","true","0","TNKS","68884","","0.5","enzyme"
"21501","6.34227391","0.00149015","12","12","0.15767216","0.0","","13","methyltransferase like 7A","5.97E-44","-1.27","3.52E-45","25840","false","Cytoplasm","METTL7A","7.0","3","12","","3","0","0","0.75716937","true","0","METTL7A","191456","","0.33333333","other"
"21502","8.73676715","0.0","17","17","0.11445881","0.0","","18","Rho guanine nucleotide exchange factor (GEF) 15","3.91E-197","-1.544","1.82E-199","22899","false","Cytoplasm","ARHGEF15","10.0","5","17","","1","0","0","0.64832877","true","0","ARHGEF15","0","","0.0","other"
"21503","7.45098505","4.7472E-4","1",,"0.13421044","0.0","","14","Rho guanine nucleotide exchange factor (GEF) 16","1.0","0.465","0.765","27237","false","Cytoplasm","ARHGEF16","4.0","2","1","","2","0","0","0.70677341","true","0","ARHGEF16","70496","","0.5","other"
"21504","8.45074769","0.0","2",,"0.11833272","0.0","","15","Rho-associated, coiled-coil containing protein kinase 2","1.42E-9","-0.798","2.32E-10","9475","false","Cytoplasm","ROCK2","2.0","1","2","","1","0","0","0.66132965","true","0","ROCK2","0","","0.0","kinase"
"21505","5.41870401","0.00933244","5",,"0.18454597","0.14285714","","13","Rho guanine nucleotide exchange factor (GEF) 28","0.0283","-0.632","0.00736","64283","false","Cytoplasm","ARHGEF28","12.57142857","7","5","","7","0","0","0.79914982","true","0","ARHGEF28","1985452","","0.16380952","other"
"21506","5.96344648","1.1449E-4","21","21","0.16768827","0.33333333","collagenase clostridium histolyticum","13","collagen, type VI, alpha 2","1.0","-0.039","1.0","1292","false","Extracellular Space","COL6A2","12.33333333","1","21","","3","0","0","0.7743888","true","0","COL6A2","26974","","0.4137931","other"
"21507","5.06005222","0.01302673","1",,"0.19762642","0.06617647","","13","WAS protein family, member 2","2.43E-12","-0.76","3.55E-13","10163","false","Plasma Membrane","WASF2","9.94117647","17","1","","17","0","0","0.81545217","true","0","WASF2","2152056","","0.07623529","other"
"21508","5.27154047","0.00782354","9",,"0.18969787","0.26666667","","13","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2","1.0","-0.416","0.992","158427","false","Other","TSTD2","17.66666667","2","9","","6","0","0","0.80583907","true","0","TSTD2","1905840","","0.25735294","other"
"21509","6.41561832","0.00245292","6",,"0.15586962","0.0","","14","TGF-beta activated kinase 1/MAP3K7 binding protein 2","1.0","0.129","1.0","23118","false","Cytoplasm","TAB2","4.0","2","6","","3","0","0","0.75383553","true","0","TAB2","373214","","0.33333333","other"
"21510","5.85592215","0.00175735","1",,"0.1707673","0.16666667","","13","fibronectin type III domain containing 5","4.99E-9","-1.009","8.35E-10","252995","false","Other","FNDC5","12.75","4","1","","4","0","0","0.77927627","true","0","FNDC5","333366","","0.28488372","other"
"21511","4.86328032","0.02733535","17",,"0.20562253","0.05797101","","12","ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)","1.0","0.402","0.99","5881","false","Cytoplasm","RAC3","9.75","1","17","","24","0","0","0.82439635","true","0","RAC3","5057340","","0.06141775","enzyme"
"21512","1.85714286","0.0","7","7","0.53846154","0.0","","2","Rho guanine nucleotide exchange factor (GEF) 35","1.0","-0.106","1.0","445328","false","Other","ARHGEF35","7.0","1","7","","1","0","0","0.57142857","true","0","ARHGEF35","0","","0.0","other"
"21513","1.14285714","0.00952381","7",,"0.875","0.93333333","","2","",,,,,"false","","CTAGE4","5.83333333","6","7","","6","0","0","0.92857143","true","0","CTAGE4","2","","0.83333333",""
"21514","1.0","0.2952381","7","7","1.0","0.66666667","","1","Rho guanine nucleotide exchange factor (GEF) 5","1.0","-0.235","1.0","7984","false","Cytoplasm","ARHGEF5","5.0","7","7","","7","0","0","1.0","true","0","ARHGEF5","14","","0.80952381","other"
"21515","5.7142179","0.0","4","4","0.17500208","1.0","","14","Rho guanine nucleotide exchange factor (GEF) 38","0.018","0.732","0.00458","54848","false","Other","ARHGEF38","23.5","2","4","","2","0","0","0.78571737","true","0","ARHGEF38","0","","0.63513514","other"
