"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"37748","3.7027027","0.003003","11",,"0.27007299","0.7","","","","6","leucine rich transmembrane and O-methyltransferase domain containing","1.0","0.169","1.0","220074","false","Other","LRTOMT","4.8","5","11","","5","0","0","0.61389961","true","0","LRTOMT","8","",,"0.6","enzyme"
"37749","2.38596491","0.07888842","10",,"0.41911765","0.5","","","","7","anaphase promoting complex subunit 16","1.0","-0.278","1.0","119504","false","Nucleus","ANAPC16","12.25","20","10","","20","0","0","0.87400319","true","0","ANAPC16","1054","",,"0.34857143","other"
"37750","2.96491228","6.0568E-4","10",,"0.33727811","0.88888889","","","","8","zinc finger, SWIM-type containing 8","1.0","-0.216","1.0","23053","false","Extracellular Space","ZSWIM8","15.0","10","10","","10","0","0","0.82137161","true","0","ZSWIM8","12","",,"0.57692308","other"
"37751","3.10526316","0.0","10",,"0.3220339","1.0","","","","8","calcium/calmodulin-dependent protein kinase II gamma","1.0","-0.371","0.999","818","false","Cytoplasm","CAMK2G","17.83333333","6","10","","6","0","0","0.80861244","true","0","CAMK2G","0","",,"0.71333333","kinase"
"37752","2.68421053","0.0121377","10",,"0.37254902","0.57142857","","","","7","suppressor of var1, 3-like 1 (S. cerevisiae)","1.0","0.044","1.0","6832","false","Cytoplasm","SUPV3L1","12.5","8","10","","8","0","0","0.84688995","true","0","SUPV3L1","214","",,"0.37878788","enzyme"
"23630","6.06907192","0.0016152","10",,"0.16476984","0.1","","","","15","ecdysoneless homolog (Drosophila)","1.0","0.3","1.0","11319","false","Nucleus","ECD","3.6","12","10","","5","0","0","0.76958764","true","0","ECD","192128","",,"0.23076923","transcription regulator"
"37753","3.03508772","0.03516604","10",,"0.32947977","0.75","","","","8","mitochondrial calcium uptake 1","1.0","0.412","0.989","10367","false","Cytoplasm","MICU1","14.44444444","9","10","","9","0","0","0.81499203","true","0","MICU1","518","",,"0.57333333","other"
"37754","2.73684211","3.4809E-4","10",,"0.36538462","0.9","","","","7","eukaryotic translation initiation factor 4E binding protein 2","4.11E-16","-0.81","5.17E-17","1979","false","Cytoplasm","EIF4EBP2","17.4","5","10","","5","0","0","0.84210526","true","0","EIF4EBP2","10","",,"0.52727273","translation regulator"
"21267","5.71849039","6.8774E-4","10","10","0.17487133","0.3","","","","14","secretion associated, Ras related GTPase 1A","1.0","-0.088","1.0","56681","false","Cytoplasm","SAR1A","16.6","12","10","","5","0","0","0.78552316","true","0","SAR1A","101244","",,"0.23428571","enzyme"
"37755","2.9122807","0.00174593","10",,"0.34337349","0.87878788","","","","8","family with sequence similarity 149, member B1","1.0","-0.052","1.0","317662","false","Other","FAM149B1","14.83333333","12","10","","12","0","0","0.8261563","true","0","FAM149B1","42","",,"0.54938272","other"
"37756","2.56140351","0.03829625","10",,"0.39041096","0.42307692","","","","7","DEAD (Asp-Glu-Ala-Asp) box polypeptide 50","1.0","-0.166","1.0","79009","false","Nucleus","DDX50","11.30769231","13","10","","13","0","0","0.85805423","true","0","DDX50","584","",,"0.31410256","enzyme"
"37757","2.94736842","8.0757E-4","10","10","0.33928571","0.87272727","","","voclosporin, tacrolimus, pimecrolimus, cyclosporin A","8","protein phosphatase 3, catalytic subunit, beta isozyme","1.0","-0.311","1.0","5532","false","Plasma Membrane","PPP3CB","14.90909091","11","10","","11","0","0","0.82296651","true","0","PPP3CB","16","",,"0.57342657","phosphatase"
"21150","6.12793734","2.635E-5","10",,"0.16318705","0.33333333","","","","15","voltage-dependent anion channel 2","1.0","0.102","1.0","7417","false","Cytoplasm","VDAC2","21.66666667","13","10","","3","0","0","0.76691194","true","0","VDAC2","5626","",,"0.44444444","ion channel"
"37758","3.36842105","0.0","10",,"0.296875","0.0","","","","8","activating signal cointegrator 1 complex subunit 1","1.0","0.408","0.989","51008","false","Nucleus","ASCC1","20.0","1","10","","1","0","0","0.784689","true","0","ASCC1","0","",,"0.0","transcription regulator"
"37759","2.89473684","0.00242471","10",,"0.34545455","0.83333333","","","","8","coiled-coil-helix-coiled-coil-helix domain containing 1","1.0","0.457","0.961","118487","false","Nucleus","CHCHD1","14.38461538","13","10","","13","0","0","0.8277512","true","0","CHCHD1","58","",,"0.53276353","other"
"21298","7.34725849","0.00296124","10",,"0.13610519","0.0","","","","17","annexin A7","1.0","0.093","1.0","310","false","Plasma Membrane","ANXA7","3.25","17","10","","4","0","0","0.71148825","true","0","ANXA7","577758","",,"0.25","ion channel"
"37760","2.85964912","0.00436345","10",,"0.34969325","0.74725275","","","","8","DnaJ (Hsp40) homolog, subfamily C, member 9","3.01E-35","1.018","2.16E-36","23234","false","Nucleus","DNAJC9","13.85714286","14","10","","14","0","0","0.83094099","true","0","DNAJC9","100","",,"0.49489796","other"
"37761","2.61403509","0.0117951","10",,"0.38255034","0.82222222","","","","7","DnaJ (Hsp40) homolog, subfamily B, member 12","1.0","-0.128","1.0","54788","false","Cytoplasm","DNAJB12","16.0","10","10","","10","0","0","0.85326954","true","0","DNAJB12","268","",,"0.45714286","other"
"37762","2.93617021","0.10326858","9",,"0.34057971","0.38095238","","","","5","anaphase promoting complex subunit 2","1.0","-0.156","1.0","29882","false","Nucleus","ANAPC2","6.0","7","9","","7","0","0","0.75797872","true","0","ANAPC2","526","",,"0.29285714","other"
"37763","3.68085106","0.04255319","9",,"0.2716763","0.33333333","","","","6","euchromatic histone-lysine N-methyltransferase 1","1.0","0.403","1.0","79813","false","Nucleus","EHMT1","6.33333333","3","9","","3","0","0","0.66489362","true","0","EHMT1","192","",,"0.5","transcription regulator"
"37764","3.53191489","0.05411656","9",,"0.28313253","0.0","","","","6","small nuclear RNA activating complex, polypeptide 4, 190kDa","1.0","-0.131","1.0","6621","false","Nucleus","SNAPC4","3.75","4","9","","4","0","0","0.68351064","true","0","SNAPC4","236","","1","0.30555556","transcription regulator"
"37765","2.4893617","0.43845205","9",,"0.4017094","0.25","","","","4","zinc finger, MYND-type containing 19","1.0","0.298","1.0","116225","false","Plasma Membrane","ZMYND19","5.5","8","9","","8","0","0","0.81382979","true","0","ZMYND19","1698","",,"0.22916667","other"
"37766","3.65957447","0.04255319","9",,"0.27325581","0.5","","","","6","NADPH dependent diflavin oxidoreductase 1","1.0","0.372","1.0","27158","false","Cytoplasm","NDOR1","6.0","4","9","","4","0","0","0.66755319","true","0","NDOR1","200","",,"0.47916667","enzyme"
"21568","5.64111085","0.00398952","9",,"0.17727005","0.30555556","","","","14","Sjogren syndrome nuclear autoantigen 1","1.0","0.318","1.0","8636","false","Cytoplasm","SSNA1","23.33333333","7","9","","9","0","0","0.78904042","true","0","SSNA1","660300","",,"0.22772277","other"
"37767","3.57446809","0.00576627","9",,"0.2797619","0.6","","","","6","transmembrane protein 203","1.0","0.104","1.0","94107","false","Cytoplasm","TMEM203","6.2","5","9","","5","0","0","0.67819149","true","0","TMEM203","34","",,"0.3875","other"
"37768","2.80851064","0.30246685","9",,"0.35606061","0.18181818","","","","5","negative elongation factor complex member B","1.0","0.134","1.0","25920","false","Nucleus","NELFB","4.18181818","11","9","","11","0","0","0.77393617","true","0","NELFB","1118","",,"0.20574163","other"
"37769","1.0","0.0","4",,"1.0","0.0","","","","1","anaphase promoting complex subunit 4","1.0","-0.336","1.0","29945","false","Nucleus","ANAPC4","1.0","1","4","","1","0","0","1.0","true","0","ANAPC4","0","",,"0.0","enzyme"
"37770","1.0","0.0","4","4","1.0","0.0","","","","1","DEAH (Asp-Glu-Ala-His) box helicase 15","1.0","0.492","0.575","1665","false","Nucleus","DHX15","1.0","1","4","","1","0","0","1.0","true","0","DHX15","0","",,"0.0","enzyme"
"37771","2.75","0.03769566","12",,"0.36363636","0.47619048","","","","5","anaphase promoting complex subunit 5","1.0","0.162","1.0","51433","false","Nucleus","ANAPC5","8.14285714","7","12","","7","0","0","0.78125","true","0","ANAPC5","398","",,"0.34782609","other"
"21913","6.24471873","0.0","12",,"0.16013531","1.0","","","","16","calcium/calmodulin-dependent protein kinase kinase 2, beta","1.0","-0.183","1.0","10645","false","Cytoplasm","CAMKK2","17.0","1","12","","2","0","0","0.76160369","true","0","CAMKK2","0","",,"0.5483871","kinase"
"24172","6.24376929","0.0","",,"0.16015967","0.0","","","","15","",,,,,"false","","GCN1L1","11.0","5","","","1","0","0","0.76164685","true","0","GCN1L1","0","",,"0.0",""
"37772","2.5","0.3462959","12",,"0.4","0.23636364","","","","5","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa","1.0","-0.113","1.0","1967","false","Cytoplasm","EIF2B1","6.18181818","11","12","","11","0","0","0.8125","true","0","EIF2B1","3520","",,"0.20062696","translation regulator"
"37773","2.65625","0.04814362","12",,"0.37647059","0.46428571","","","","5","density-regulated protein","1.0","0.391","1.0","8562","false","Other","DENR","8.0","8","12","","8","0","0","0.79296875","true","0","DENR","660","",,"0.315","other"
"37774","2.328125","0.21843099","12",,"0.4295302","0.33333333","","","","4","vacuolar protein sorting 33 homolog A (S. cerevisiae)","1.0","0.293","1.0","65082","false","Cytoplasm","VPS33A","9.11111111","9","12","","9","0","0","0.83398438","true","0","VPS33A","2318","",,"0.23976608","transporter"
"37775","2.53125","0.04753775","12",,"0.39506173","0.46666667","","","","5","proteasome (prosome, macropain) 26S subunit, non-ATPase, 9","1.0","0.159","1.0","5715","false","Cytoplasm","PSMD9","8.2","10","12","","10","0","0","0.80859375","true","0","PSMD9","808","","1","0.28275862","transcription regulator"
"37776","2.46875","0.09260564","12",,"0.40506329","0.32051282","","","","5","diablo, IAP-binding mitochondrial protein","1.0","0.383","1.0","56616","false","Cytoplasm","DIABLO","6.92307692","13","12","","13","0","0","0.81640625","true","0","DIABLO","1192","",,"0.23076923","other"
"37777","2.84375","0.11639186","12",,"0.35164835","0.25454545","","","","6","anaphase promoting complex subunit 7","1.0","0.398","1.0","51434","false","Nucleus","ANAPC7","6.27272727","11","12","","11","0","0","0.76953125","true","0","ANAPC7","1212","",,"0.22895623","other"
"37778","3.09375","0.00153888","12",,"0.32323232","0.66666667","","","","6","ataxin 2","1.0","0.23","1.0","6311","false","Nucleus","ATXN2","9.16666667","6","12","","6","0","0","0.73828125","true","0","ATXN2","26","",,"0.43650794","other"
"37779","3.140625","0.0","12",,"0.31840796","1.0","","","","6","protein phosphatase 1, catalytic subunit, gamma isozyme","1.0","0.084","1.0","5501","false","Nucleus","PPP1CC","13.0","3","12","","3","0","0","0.73242188","true","0","PPP1CC","0","",,"0.61904762","phosphatase"
"37780","2.484375","0.19621601","12",,"0.40251572","0.2","","","","6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 54","1.0","0.176","1.0","79039","false","Nucleus","DDX54","7.0","11","12","","11","0","0","0.81445313","true","0","DDX54","2064","",,"0.18686869","transcription regulator"
"37781","3.3125","0.00766301","12",,"0.30188679","0.66666667","","","","6","actin related protein 2/3 complex, subunit 3, 21kDa","1.0","0.444","0.985","10094","false","Cytoplasm","ARPC3","10.33333333","3","12","","3","0","0","0.7109375","true","0","ARPC3","124","",,"0.51666667","other"
"37782","3.796875","0.0","12","12","0.26337449","1.0","","","","7","intraflagellar transport 81","1.0","0.419","0.982","28981","false","Extracellular Space","IFT81","8.0","2","12","","2","0","0","0.65039063","true","0","IFT81","0","",,"0.66666667","other"
"37783","3.453125","0.03125","12",,"0.28959276","0.33333333","","","","7","G protein-coupled receptor kinase interacting ArfGAP 2","1.0","-0.172","1.0","9815","false","Nucleus","GIT2","8.33333333","3","12","","3","0","0","0.69335938","true","0","GIT2","450","",,"0.47058824","other"
"37784","2.59375","0.16261723","12","12","0.38554217","0.29487179","","","","6","squamous cell carcinoma antigen recognized by T cells 3","1.0","0.206","1.0","9733","false","Nucleus","SART3","7.07692308","13","12","","13","0","0","0.80078125","true","0","SART3","1996","",,"0.18918919","other"
"25676","7.46095419","0.0","12",,"0.13403111","1.0","","","","16","trichoplein, keratin filament binding","1.0","0.155","1.0","84260","false","Cytoplasm","TCHP","3.0","1","12","","2","0","0","0.70632026","true","0","TCHP","0","",,"0.75","other"
"25447","6.10064087","0.00180568","12",,"0.1639172","0.0","","","","15","PWP1 homolog, endonuclein","1.0","0.091","1.0","11137","false","Nucleus","PWP1","7.66666667","7","12","","3","0","0","0.76815269","true","0","PWP1","218162","",,"0.33333333","other"
"37785","2.46875","0.22388143","12",,"0.40506329","0.25714286","","","","5","BRCA1 associated protein","1.0","-0.049","1.0","8315","false","Cytoplasm","BRAP","6.06666667","15","12","","15","0","0","0.81640625","true","0","BRAP","2054","",,"0.18958333","enzyme"
"37786","3.703125","0.03252315","12","12","0.27004219","0.3","","","","7","VPS29 retromer complex component","1.0","0.125","1.0","51699","false","Cytoplasm","VPS29","4.8","5","12","","5","0","0","0.66210938","true","0","VPS29","406","",,"0.32857143","transporter"
"21217","6.97127937","0.00154834","14",,"0.14344569","0.0","","","","15","angiogenin, ribonuclease, RNase A family, 5","4.91E-9","-0.916","8.21E-10","283","false","Extracellular Space","ANG","3.25","1","14","","4","0","0","0.72857821","true","0","ANG","314394","",,"0.28125","enzyme"
"21220","7.97104201","0.0","14","14","0.12545411","0.0","","","","16","ribonuclease, RNase A family, 4","7.56E-31","-1.321","6.03E-32","6038","false","Extracellular Space","RNASE4","4.0","1","14","","1","0","0","0.68313445","true","0","RNASE4","0","",,"0.0","enzyme"
"37787","1.5","0.0","1",,"0.66666667","0.0","","","","2","angel homolog 2 (Drosophila)","1.0","0.376","1.0","90806","false","Nucleus","ANGEL2","2.0","1","1","","1","0","0","0.75","true","0","ANGEL2","0","",,"0.0","other"
"37788","1.0","1.0","1",,"1.0","0.0","","","","1","NSL1, MIS12 kinetochore complex component","1.0","0.356","1.0","25936","false","Nucleus","NSL1","1.0","2","1","","2","0","0","1.0","true","0","NSL1","2","",,"0.0","other"
"37789","1.0","0.0","19",,"1.0","0.0","","","","1","angiopoietin-like 6","1.0","0.021","1.0","83854","false","Extracellular Space","ANGPTL6","1.0","1","19","","1","0","0","1.0","true","0","ANGPTL6","0","",,"0.0","other"
"37790","1.0","0.0","19",,"1.0","0.0","","","","1","chromosome 19 open reading frame 66","1.0","-0.138","1.0","55337","false","Other","C19orf66","1.0","1","19","","1","0","0","1.0","true","0","C19orf66","0","",,"0.0","other"
"37791","2.73333333","0.0","20",,"0.36585366","0.0","","","","4","ankyrin repeat and EF-hand domain containing 1","3.04E-12","0.901","4.43E-13","63926","false","Nucleus","ANKEF1","18.0","1","20","","1","0","0","0.56666667","true","0","ANKEF1","0","",,"0.0","transcription regulator"
"37792","1.75","0.13394883","20",,"0.57142857","0.41176471","","","","3","McKusick-Kaufman syndrome","1.0","0.134","1.0","8195","false","Cytoplasm","MKKS","17.55555556","18","20","","18","0","0","0.8125","true","0","MKKS","2462","",,"0.32201646","other"
"37793","2.1953125","0.03986658","17",,"0.45551601","0.40868794","","","","6","ankyrin repeat and FYVE domain containing 1","1.0","-0.208","1.0","51479","false","Cytoplasm","ANKFY1","24.41666667","48","17","","48","0","0","0.85058594","true","0","ANKFY1","6028","",,"0.27434457","transcription regulator"
"37794","2.6484375","3.406E-4","17",,"0.37758112","0.8952381","","","","6","ovarian tumor suppressor candidate 2","1.0","-0.014","1.0","124641","false","Cytoplasm","OVCA2","32.13333333","15","17","","15","0","0","0.79394531","true","0","OVCA2","108","",,"0.49435897","other"
"23291","7.18727747","4.7472E-4","17",,"0.13913474","0.0","","","","17","cytochrome b5 domain containing 1","1.0","-0.069","1.0","124637","false","Other","CYB5D1","4.5","15","17","","2","0","0","0.71876011","true","0","CYB5D1","57580","",,"0.5","other"
"37795","3.0703125","2.905E-5","17",,"0.32569975","0.66666667","","","","7","mediator complex subunit 31","1.0","0.061","1.0","51003","false","Nucleus","MED31","24.75","4","17","","4","0","0","0.74121094","true","0","MED31","4","",,"0.46698113","other"
"37796","2.546875","0.00251867","17",,"0.39263804","0.62222222","","","","6","thioredoxin domain containing 17","1.27E-8","0.65","2.16E-9","84817","false","Cytoplasm","TXNDC17","29.3","10","17","","10","0","0","0.80664063","true","0","TXNDC17","500","",,"0.35731707","enzyme"
"37797","2.9453125","1.0E-4","17","17","0.33952255","0.88888889","","","","7","phospholipase D2","0.339","-0.548","0.102","5338","false","Cytoplasm","PLD2","33.66666667","9","17","","9","0","0","0.75683594","true","0","PLD2","18","",,"0.52604167","enzyme"
"23444","5.56729172","4.6015E-4","17","17","0.17962055","0.16666667","","","","14","inositol polyphosphate-5-phosphatase K","2.27E-6","-0.698","4.35E-7","51763","false","Cytoplasm","INPP5K","17.0","25","17","","4","0","0","0.79239583","true","0","INPP5K","79212","","1","0.28947368","phosphatase"
"25579","6.88321861","0.0","17",,"0.14528087","0.0","","","","14","SUMO1/sentrin/SMT3 specific peptidase 3","1.0","-0.275","1.0","26168","false","Nucleus","SENP3","7.0","36","17","","1","0","0","0.73258097","true","0","SENP3","0","",,"0.0","peptidase"
